date,portfolio_value,MU_shares,MU_value,NEM_shares,NEM_value,ALK_shares,ALK_value,STX_shares,STX_value,WDC_shares,WDC_value,HAS_shares,HAS_value,AMD_shares,AMD_value,DECK_shares,DECK_value,UAL_shares,UAL_value,AAPL_shares,AAPL_value,UNH_shares,UNH_value,TPR_shares,TPR_value,CNC_shares,CNC_value,GE_shares,GE_value,LRCX_shares,LRCX_value,SWKS_shares,SWKS_value,MMM_shares,MMM_value,CSCO_shares,CSCO_value,run
2010-08-31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-09-30,100.0,7.1002317548103715,50.0,0.278964867351218,12.499999999999998,1.089578676072795,12.5,2.036948440752738,12.500000000000002,0.7269535072988745,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-10-31,112.05959989331464,7.1002317548103715,57.28154708693561,0.278964867351218,12.141522738854729,1.089578676072795,12.933572044433047,2.036948440752738,15.609089497007917,0.7269535072988745,14.09386852608335,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-11-30,104.60463851954768,7.1002317548103715,50.41608676050707,0.278964867351218,11.736542465096614,1.089578676072795,13.472466550021098,2.036948440752738,14.229630457314911,0.7269535072988745,14.749912286607987,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2010-12-31,112.63356074680983,7.1002317548103715,55.61720343056165,,,,,2.036948440752738,15.948644685354392,0.7269535072988745,14.9260309609694,0.4485234899339483,13.0708408349622,1.597902242948794,13.0708408349622,,,,,,,,,,,,,,,,,,,,,,,2
2011-01-31,127.65384063870204,7.1002317548103715,73.09293201321705,,,,,2.036948440752738,14.855687855119184,0.7269535072988745,14.978864206136398,0.4485234899339483,12.214782123850627,1.597902242948794,12.511574440378793,,,,,,,,,,,,,,,,,,,,,,,2
2011-03-31,138.04281064897032,7.1002317548103715,79.54229880782985,,,0.9152310160992144,13.04917040091924,2.036948440752738,15.290753169114415,0.7269535072988745,16.418628372195847,,,1.597902242948794,13.74195989891096,,,,,,,,,,,,,,,,,,,,,,,2
2011-04-30,142.8169967516083,7.1002317548103715,78.50208359938934,,,0.9152310160992144,13.553279940651407,2.036948440752738,18.696949449343087,0.7269535072988745,17.523772741839103,,,1.597902242948794,14.54091102038536,,,,,,,,,,,,,,,,,,,,,,,2
2011-05-31,132.64593280435187,7.1002317548103715,70.73509462294442,,,0.9152310160992144,13.89689220172057,2.036948440752738,18.007312202303645,0.7269535072988745,16.136841820946657,,,1.597902242948794,13.8697919564366,,,,,,,,,,,,,,,,,,,,,,,2
2011-06-30,110.46720667556892,7.1002317548103715,51.872405657726326,,,0.9152310160992144,14.086191201068813,2.036948440752738,17.321313417740484,0.7269535072988745,16.017960086552016,,,1.597902242948794,11.169336312481272,,,,,,,,,,,,,,,,,,,,,,,2
2011-07-31,105.4748726952135,7.1002317548103715,51.10957033744275,,,0.9152310160992144,12.57592508462942,2.036948440752738,14.888182452594895,0.7269535072988745,15.172592113481771,,,1.597902242948794,11.72860270706468,,,,,,,,,,,,,,,,,,,,,,,2
2011-08-31,89.17331824973641,7.1002317548103715,40.98474058507086,,,0.9152310160992144,11.878406378184115,2.036948440752738,12.412178627411109,0.7269535072988745,12.984320461640324,,,1.597902242948794,10.913672197429998,,,,,,,,,,,,,,,,,,,,,,,2
2011-09-30,77.14640678495286,7.1002317548103715,34.9514571653108,,,0.9152310160992144,11.58211559383084,2.036948440752738,11.171083147550942,0.7269535072988745,11.324407605990666,,,,,0.5228001257341199,8.117343272269608,,,,,,,,,,,,,,,,,,,,,2
2011-10-31,91.7753118645171,7.1002317548103715,38.76559652453103,,,0.9152310160992144,13.689074319173994,2.036948440752738,17.549914926414477,0.7269535072988745,11.72947819988049,,,,,0.5228001257341199,10.041247894517106,,,,,,,,,,,,,,,,,,,,,2
2011-11-30,96.69808490360458,7.1002317548103715,41.5395274466194,,,0.9152310160992144,14.283721009134606,2.036948440752738,18.582259206631026,0.7269535072988745,12.799398557340709,,,,,0.5228001257341199,9.493178683878831,,,,,,,,,,,,,,,,,,,,,2
2011-12-31,97.30460816731843,7.1002317548103715,43.61996802046344,,,0.9152310160992144,15.450369627510952,2.036948440752738,18.022446885246897,0.7269535072988745,13.62715591087321,,,,,,,0.348948989421001,6.5846677232239355,,,,,,,,,,,,,,,,,,,2
2012-01-31,115.6657902856622,7.1002317548103715,52.704582564394805,,,0.9152310160992144,15.664354943185652,2.036948440752738,23.231375054421537,0.7269535072988745,16.004755934921597,,,,,,,0.348948989421001,8.060721788738599,,,,,,,,,,,,,,,,,,,2
2012-02-29,126.7467879779866,7.1002317548103715,59.29266638832074,,,0.9152310160992144,14.108822870128982,2.036948440752738,28.85789109664153,0.7269535072988745,17.281611124465165,,,,,,,0.348948989421001,7.205796498430195,,,,,,,,,,,,,,,,,,,2
2012-03-31,126.5512937855361,7.1002317548103715,56.17197674949286,0.4876096607323886,18.22384374448498,0.9152310160992144,14.7404968524985,2.036948440752738,29.912573166508245,,,,,,,,,0.348948989421001,7.502403272551521,,,,,,,,,,,,,,,,,,,2
2012-04-30,118.43148302439498,7.1002317548103715,45.7004119799618,0.4876096607323886,17.04413245192059,0.9152310160992144,13.909237541964584,2.036948440752738,34.12873917581696,,,,,,,,,0.348948989421001,7.648961874731037,,,,,,,,,,,,,,,,,,,2
2012-05-31,106.48377134536508,,,0.4876096607323886,16.86885494818038,0.9152310160992144,14.11499554025099,2.036948440752738,26.21756591405987,2.1301906559939336,40.49930885252456,,,,,,,0.348948989421001,8.78304609034929,,,,,,,,,,,,,,,,,,,2
2012-06-30,107.61255632029948,,,,,0.9152310160992144,14.773421833033332,2.036948440752738,27.672224377628662,2.1301906559939336,39.325239366079536,,,,,,,0.348948989421001,8.48992888599026,0.9897325718864888,17.35174185756771,,,,,,,,,,,,,,,,,2
2012-07-31,123.9825896510705,,,,,0.9152310160992144,14.341330560331272,2.036948440752738,33.591602653944655,2.1301906559939336,51.31117382747863,,,,,,,0.348948989421001,6.591646197181148,0.9897325718864888,18.146836412134792,,,,,,,,,,,,,,,,,2
2012-08-31,129.7844477238946,3.2587786247567463,19.76553832485358,,,0.9152310160992144,13.806359415653697,2.036948440752738,35.81835723011253,2.1301906559939336,53.956083632230374,,,,,,,0.348948989421001,6.43810912104442,,,,,,,,,,,,,,,,,,,2
2012-09-30,125.2168258613434,3.2587786247567463,19.03348042902538,,,0.9152310160992144,14.427748814871684,2.036948440752738,34.98172454496297,2.1301906559939336,49.96936677877383,,,,,,,,,,,0.1505305002549563,6.80450529370952,,,,,,,,,,,,,,,2
2012-10-31,115.24798549931168,3.2587786247567463,17.282911253540743,,,0.9152310160992144,15.73637059171882,2.036948440752738,30.880194385974782,2.1301906559939336,44.44369720284133,,,,,,,,,,,0.1505305002549563,6.904812065235994,,,,,,,,,,,,,,,2
2012-11-30,115.06578852530292,,,,,0.9152310160992144,17.592310599152174,2.036948440752738,28.36052512590479,2.1301906559939336,43.40499929132537,,,,,,,0.9397454973529444,19.00165331120451,,,0.1505305002549563,6.706300197716085,,,,,,,,,,,,,,,2
2012-12-31,136.30674135994423,3.548160598730168,21.971248939446035,,,0.9152310160992144,17.732216890704283,2.036948440752738,34.747099078927015,2.1301906559939336,55.16836984938501,,,,,,,,,,,0.1505305002549563,6.6878066014819115,,,,,,,,,,,,,,,2
2013-01-31,152.77174892600937,3.548160598730168,26.199155351121295,,,0.9152310160992144,18.983229989187063,2.036948440752738,39.328302140721355,2.1301906559939336,61.426519992224605,,,,,,,,,,,0.1505305002549563,6.834541452755067,,,,,,,,,,,,,,,2
2013-03-31,176.02907199844825,,,0.8915725235673341,27.994050478991937,0.9152310160992144,26.320555180566107,,,2.1301906559939336,65.72636538090633,,,,,,,,,2.0759632183151826,27.994050478991937,,,0.8158708086212206,27.994050478991937,,,,,,,,,,,,,2
2013-04-30,181.0463942733709,,,0.8915725235673341,21.88912849822179,0.9152310160992144,25.365838976262797,,,2.1301906559939336,72.63003941718428,,,,,,,,,2.0759632183151826,28.001646943977473,,,0.8158708086212206,33.15974043772457,,,,,,,,,,,,,2
2013-05-31,190.99792849830925,2.8771093837097967,32.82172908072114,0.8915725235673341,23.159241144290668,0.9152310160992144,23.38233627185672,,,2.1301906559939336,83.19345907537978,,,,,,,,,2.0759632183151826,28.441162926060976,,,,,,,,,,,,,,,,,2
2013-06-30,188.7213810049548,2.8771093837097967,40.26844082997457,,,0.9152310160992144,21.398830076121392,,,2.1301906559939336,81.57741874587072,,,,,,,0.7266968683663545,22.738345676494085,,,,,0.5768056273375575,22.738345676494085,,,,,,,,,,,,,2
2013-07-31,193.92690454697907,2.8771093837097967,37.20544825581525,,,0.9152310160992144,25.172428063885036,,,2.1301906559939336,84.93968657110162,,,,,,,0.7266968683663545,25.325384753716033,,,,,0.5768056273375575,21.283956902461156,,,,,,,,,,,,,2
2013-08-31,185.07001422969648,2.8771093837097967,38.132776156990765,,,0.9152310160992144,23.300033421675085,,,2.1301906559939336,81.79964948187887,,,,,,,0.7266968683663545,20.681792208395596,,,,,0.5768056273375575,21.155762960756164,,,,,,,,,,,,,2
2013-09-30,202.752428022664,2.8771093837097967,49.09209467341597,,,0.9152310160992144,25.851955950681752,0.8808982262971273,22.316860162219893,2.1301906559939336,83.64672916659431,,,,,,,,,,,,,0.5768056273375575,21.84478806975206,,,,,,,,,,,,,2
2013-10-31,216.33488779428245,2.8771093837097967,49.68220918600682,,,0.9152310160992144,29.171183620937867,0.8808982262971273,24.831073154582658,2.1301906559939336,92.21864516497295,,,,,,,,,,,,,0.5768056273375575,20.431776667782128,,,,,,,,,,,,,2
2013-11-30,239.12258477713215,2.8771093837097967,59.29268237956936,,,0.9152310160992144,32.09408606820763,0.8808982262971273,25.00956371945201,2.1301906559939336,99.38370928773529,,,,,,,,,,,,,0.5768056273375575,23.342543322167845,,,,,,,,,,,,,2
2013-12-31,254.13301031370196,2.8771093837097967,61.119230435293794,,,0.9152310160992144,30.369823289273462,,,2.1301906559939336,111.11798458653364,,,,,1.830190790819098,25.762986001300533,0.6810199512110959,25.762986001300533,,,,,,,,,,,,,,,,,,,2
2014-01-31,267.00887264870977,2.8771093837097967,64.74422977541738,,,0.9152310160992144,32.729204246886745,,,2.1301906559939336,114.54025503552806,,,,,1.830190790819098,23.777228923445573,0.6810199512110959,31.217954667432036,,,,,,,,,,,,,,,,,,,2
2014-03-31,281.99533323822106,2.8771093837097967,66.48647105421401,1.666216679481085,30.393921149958995,0.9152310160992144,38.74434908425869,,,2.1301906559939336,122.05040737922272,,,,,1.830190790819098,24.320184570566653,,,,,,,,,,,,,,,,,,,,,2
2014-04-30,286.41307849695505,2.8771093837097967,73.39927006500314,1.666216679481085,32.396179125931646,0.9152310160992144,39.06407105207142,,,2.1301906559939336,117.4712986956374,,,,,1.830190790819098,24.082259558311456,,,,,,,,,,,,,,,,,,,,,2
2014-05-31,291.8283916059504,2.8771093837097967,80.34017682241887,1.666216679481085,29.865025874812662,0.9152310160992144,40.88273937404805,,,2.1301906559939336,117.16454096986922,,,,,1.830190790819098,23.575908564801615,,,,,,,,,,,,,,,,,,,,,2
2014-06-30,314.7870859245028,2.8771093837097967,92.59210870550162,1.666216679481085,33.19205653839535,0.9152310160992144,39.57007987491805,,,2.1301906559939336,123.09944566705764,,,,,,,0.6411832319041547,26.33339513863004,,,,,,,,,,,,,,,,,,,2
2014-07-31,318.55181230166926,2.8771093837097967,85.84792873621878,1.666216679481085,32.536436276039105,0.9152310160992144,36.61013442425774,,,2.1301906559939336,133.81282312846707,,,,,,,0.6411832319041547,29.74448973668655,,,,,,,,,,,,,,,,,,,2
2014-08-31,334.0949906841261,2.8771093837097967,91.60859000550084,1.666216679481085,35.383856958560756,0.9152310160992144,38.58342673625894,,,2.1301906559939336,137.99238292150156,,,,,,,0.6411832319041547,30.52673406230399,,,,,,,,,,,,,,,,,,,2
2014-09-30,323.1038973155065,2.8771093837097967,96.27329061297448,1.666216679481085,30.106974464186393,0.9152310160992144,36.352641909077725,,,2.1301906559939336,130.37002632145172,,,,,,,0.6411832319041547,30.00096400781618,,,,,,,,,,,,,,,,,,,2
2014-10-31,327.5939022403958,2.8771093837097967,92.98552935586348,1.666216679481085,24.52779845110559,0.9152310160992144,44.44306078597566,,,2.1301906559939336,131.7766262900615,,,,,,,0.6411832319041547,33.86088735738958,,,,,,,,,,,,,,,,,,,2
2014-11-30,352.5363694671405,2.8771093837097967,101.0223473862318,1.666216679481085,24.05711562964512,0.9152310160992144,49.28562523656781,,,2.1301906559939336,138.91163221871477,,,,,,,0.6411832319041547,39.259648995981,,,,,,,,,,,,,,,,,,,2
2014-12-31,364.8926512237474,2.8771093837097967,98.38086674610898,,,0.9152310160992144,50.00627749065362,,,2.1301906559939336,148.90592081472877,,,,,1.6285703284760218,24.710840181534383,0.6411832319041547,42.88874599072172,,,,,,,,,,,,,,,,,,,2
2015-01-31,332.70182711297764,2.8771093837097967,82.25102067976982,,,0.9152310160992144,56.79259760775366,,,2.1301906559939336,131.2514814416438,,,,,1.6285703284760218,17.92784482555678,0.6411832319041547,44.47888255825356,,,,,,,,,,,,,,,,,,,2
2015-03-31,317.54601440476813,2.8771093837097967,76.23745005500558,,,0.9152310160992144,55.554973756962,,,2.1301906559939336,122.85503086240452,,,,,1.6285703284760218,19.778987384841617,0.6411832319041547,43.1195723455544,,,,,,,,,,,,,,,,,,,2
2015-04-30,323.86649258964445,2.8771093837097967,79.04752778603209,,,0.9152310160992144,53.77532453073398,,,2.1301906559939336,132.65365272255704,,,,,1.6285703284760218,20.08570020016237,0.6411832319041547,38.304287350158965,,,,,,,,,,,,,,,,,,,2
2015-05-31,318.38567394888526,2.8771093837097967,78.48551553241718,,,0.9152310160992144,54.26220436059505,,,2.1301906559939336,132.1379178197404,,,,,1.6285703284760218,18.49784350864797,0.6411832319041547,35.002192727484605,,,,,,,,,,,,,,,,,,,2
2015-06-30,267.14453690810416,2.8771093837097967,52.94189562239513,,,0.9152310160992144,54.24645846565713,0.6685817497673164,19.5347009036948,2.1301906559939336,106.43235986932264,,,,,,,0.6411832319041547,33.98912204703448,,,,,,,,,,,,,,,,,,,2
2015-07-31,290.2761366887069,2.8771093837097967,52.01458144034624,,,0.9152310160992144,63.77726363113275,0.6685817497673164,20.809596759759835,2.1301906559939336,117.51837280174004,,,,,,,0.6411832319041547,36.1563220557281,,,,,,,,,,,,,,,,,,,2
2015-08-31,278.7278136479628,2.8771093837097967,46.11340338853382,,,0.9152310160992144,63.027940581208746,0.6685817497673164,21.138601854017605,2.1301906559939336,111.9196583199286,,,,,,,0.6411832319041547,36.528209504274066,,,,,,,,,,,,,,,,,,,2
2015-09-30,270.2700721634486,2.8771093837097967,42.09498614187369,,,0.9152310160992144,67.06160593947762,0.6685817497673164,18.620231525391,2.1301906559939336,108.47847859337492,,,,,,,0.6411832319041547,34.014769963331425,,,,,,,,,,,,,,,,,,,2
2015-10-31,257.29200215119243,2.8771093837097967,46.53490983491968,,,0.9152310160992144,64.36060190563794,0.6685817497673164,15.818880012897202,2.1301906559939336,91.90784880106688,,,,,,,0.6411832319041547,38.669761596670746,,,,,,,,,,,,,,,,,,,2
2015-11-30,248.57550377046152,2.8771093837097967,44.76456629714712,,,0.9152310160992144,67.29796893000922,0.6685817497673164,14.937744845826389,2.1301906559939336,85.84208247697063,,,,,,,0.6411832319041547,35.73314122050815,,,,,,,,,,,,,,,,,,,2
2015-12-31,242.73913954615605,2.8771093837097967,39.79071889033553,,,0.9152310160992144,68.13405151190825,,,2.1301906559939336,82.59601691607045,,,,,1.9676127049223888,15.478553528917686,0.6411832319041547,36.73979869892408,,,,,,,,,,,,,,,,,,,2
2016-01-31,204.29539845422576,2.8771093837097967,30.99516730587008,,,0.9152310160992144,59.57814417949176,,,2.1301906559939336,66.54607484336994,,,,,1.9676127049223888,16.219686471855788,0.6411832319041547,30.956325653638213,,,,,,,,,,,,,,,,,,,2
2016-02-29,208.04757872242712,2.8771093837097967,29.87114005481493,,,0.9152310160992144,62.54013205776597,,,2.1301906559939336,60.37412565297931,,,,,1.9676127049223888,18.54803017423976,0.6411832319041547,36.71415078262714,,,,,,,,,,,,,,,,,,,2
2016-03-31,222.64598164207555,,,,,0.9152310160992144,69.67687689214307,1.3258937007742335,29.42153134945313,2.1301906559939336,65.51973256422565,,,,,1.9676127049223888,19.64661218312384,0.6411832319041547,38.38122865312989,,,,,,,,,,,,,,,,,,,2
2016-04-30,184.031473610439,,,,,0.9152310160992144,59.831049088031314,1.3258937007742335,18.592360907805517,2.1301906559939336,57.27751001826364,,,,,1.9676127049223888,18.957948862278023,0.6411832319041547,29.3726047340605,,,,,,,,,,,,,,,,,,,2
2016-05-31,187.0554157402217,,,,,0.9152310160992144,56.40752843028391,1.3258937007742335,19.267047104809368,2.1301906559939336,65.22376214656231,,,,,1.9676127049223888,17.24612603417095,0.6411832319041547,28.910952024395133,,,,,,,,,,,,,,,,,,,2
2016-06-30,182.617559968404,3.165897702067639,42.54783413071746,,,0.9152310160992144,49.72711429479075,1.3258937007742335,21.480616987811043,,,,,,,,,0.6411832319041547,26.31416042436729,,,,,,,1.1923170097609423,42.54783413071746,,,,,,,,,,,2
2016-07-31,200.1993609394644,3.165897702067639,42.48599717198863,,,0.9152310160992144,57.34529248539186,1.3258937007742335,28.24400559079663,,,,,,,,,0.6411832319041547,30.06508135263863,,,,,,,1.1923170097609423,42.058984338648614,,,,,,,,,,,2
2016-08-31,211.3847081755953,3.165897702067639,50.98937758494744,,,0.9152310160992144,57.60973972844689,1.3258937007742335,29.75187939566253,,,,,,,,,0.6411832319041547,32.322046622451644,,,,,,,1.1923170097609423,40.71166484408679,,,,,,,,,,,2
2016-09-30,218.9529655518851,3.165897702067639,54.97824033699085,,,0.9152310160992144,56.41973062602849,1.3258937007742335,33.99333668716342,1.0259637259807548,39.91877294099694,,,,,,,0.6411832319041547,33.64288496070537,,,,,,,,,,,,,,,,,,,2
2016-10-31,222.0104561485875,3.165897702067639,53.061122519983314,,,0.9152310160992144,61.86811402019575,1.3258937007742335,30.78737221075255,1.0259637259807548,40.24011456119567,,,,,,,0.6411832319041547,36.05373283646023,,,,,,,,,,,,,,,,,,,2
2016-11-30,254.89399007878137,3.165897702067639,60.38949504385782,,,0.9152310160992144,70.47754343008418,1.3258937007742335,35.98291063137063,1.0259637259807548,43.83445909041317,,,,,,,0.6411832319041547,44.20958188305553,,,,,,,,,,,,,,,,,,,2
2016-12-31,271.84691428460224,3.165897702067639,67.77968943028452,1.27027687995755,34.251058590301014,0.9152310160992144,76.29830851121022,,,1.0259637259807548,46.78842557269406,,,,,,,0.6411832319041547,46.729432180112454,,,,,,,,,,,,,,,,,,,2
2017-01-31,292.2319441833059,3.165897702067639,74.55147799859895,1.27027687995755,36.52734364651202,0.9152310160992144,80.67513662190673,,,1.0259637259807548,55.29380278130807,,,,,,,0.6411832319041547,45.18418313498016,,,,,,,,,,,,,,,,,,,2
2017-03-31,304.62182358078206,3.165897702067639,89.362838087435,,,0.9152310160992144,79.54545419767734,,,1.0259637259807548,57.23563669837334,,,,,3.33347179721324,33.18471148693409,0.6411832319041547,45.2931831103623,,,,,,,,,,,,,,,,,,,2
2017-04-30,299.23627483632947,3.165897702067639,85.55948923081343,,,0.9152310160992144,73.39537297594711,,,1.0259637259807548,62.15700556780401,,,,,3.33347179721324,33.106932936795026,0.6411832319041547,45.01747412496992,,,,,,,,,,,,,,,,,,,2
2017-05-31,322.6969934257474,3.165897702067639,95.1451387005576,,,0.9152310160992144,75.08599330618465,,,1.0259637259807548,62.84785913267722,,,,,3.33347179721324,38.534935374565485,0.6411832319041547,51.08306691176245,,,,,,,,,,,,,,,,,,,2
2017-06-30,318.03739323681066,3.165897702067639,92.33128987606916,1.474993538990864,37.923798666473296,0.9152310160992144,77.7042598193505,,,1.0259637259807548,61.82900667413004,,,,,,,0.6411832319041547,48.249038200787645,,,,,,,,,,,,,,,,,,,2
